#tail	head	weight	pathway_name	pathway_ID	edge_type	tail_symbol	head_symbol
P10275	Q15788	1	IL6	18	physical	AR	NCOA1
P10275	P40763	1	IL6	18	physical	AR	STAT3
Q06187	P40189	1	IL6	18	physical	BTK	IL6ST
P22681	Q06124	1	IL6	18	physical	CBL	PTPN11
Q00535	P10636	1	IL6	18	Phosphorylation	CDK5	MAPT
P50750	P40189	1	IL6	18	physical	CDK9	IL6ST
P17676	P19838	1	IL6	18	physical	CEBPB	NFKB1
P17676	P40763	1	IL6	18	physical	CEBPB	STAT3
Q92793	Q15788	1	IL6	18	physical	CREBBP	NCOA1
Q92793	P40763	1	IL6	18	physical	CREBBP	STAT3
Q9UER7	P40763	1	IL6	18	physical	DAXX	STAT3
Q09472	P40763	1	IL6	18	Acetylation	EP300	STAT3
P04626	P40189	1	IL6	18	physical	ERBB2	IL6ST
P04626	P29353	1	IL6	18	physical	ERBB2	SHC1
P21860	P29353	1	IL6	18	physical	ERBB3	SHC1
P07332	P40189	1	IL6	18	physical	FES	IL6ST
P01100	P20823	1	IL6	18	physical	FOS	HNF1A
P01100	P40763	1	IL6	18	physical	FOS	STAT3
Q13480	P62993	1	IL6	18	physical	GAB1	GRB2
Q13480	P27986	1	IL6	18	physical	GAB1	PIK3R1
Q13480	O00459	1	IL6	18	physical	GAB1	PIK3R2
Q13480	Q06124	1	IL6	18	physical	GAB1	PTPN11
Q9UQC2	P62993	1	IL6	18	physical	GAB2	GRB2
Q9UQC2	Q06124	1	IL6	18	physical	GAB2	PTPN11
P62993	Q13480	1	IL6	18	physical	GRB2	GAB1
P62993	Q9UQC2	1	IL6	18	physical	GRB2	GAB2
P62993	P40189	1	IL6	18	physical	GRB2	IL6ST
P62993	Q06124	1	IL6	18	physical	GRB2	PTPN11
P62993	P29353	1	IL6	18	physical	GRB2	SHC1
P62993	Q07889	1	IL6	18	physical	GRB2	SOS1
P62993	P15498	1	IL6	18	physical	GRB2	VAV1
P08631	P40189	1	IL6	18	physical	HCK	IL6ST
Q13547	P40763	1	IL6	18	physical	HDAC1	STAT3
P20823	P01100	1	IL6	18	physical	HNF1A	FOS
P20823	P40763	1	IL6	18	physical	HNF1A	STAT3
P01112	P27986	1	IL6	18	physical	HRAS	PIK3R1
P01112	O00459	1	IL6	18	physical	HRAS	PIK3R2
P07900	P40763	1	IL6	18	physical	HSP90AA1	STAT3
P05231	P08887	1	IL6	18	physical	IL6	IL6R
P05231	P40189	1	IL6	18	physical	IL6	IL6ST
P08887	P05231	1	IL6	18	physical	IL6R	IL6
P08887	P40189	1	IL6	18	physical	IL6R	IL6ST
P40189	Q06187	1	IL6	18	physical	IL6ST	BTK
P40189	P50750	1	IL6	18	physical	IL6ST	CDK9
P40189	P04626	1	IL6	18	physical	IL6ST	ERBB2
P40189	P07332	1	IL6	18	physical	IL6ST	FES
P40189	P62993	1	IL6	18	physical	IL6ST	GRB2
P40189	P08631	1	IL6	18	physical	IL6ST	HCK
P40189	P05231	1	IL6	18	physical	IL6ST	IL6
P40189	P08887	1	IL6	18	physical	IL6ST	IL6R
